,model_name,mission_name,mode,gamma,delta,threshold,bl_type,z_score,sum
277,llama2-7b-chat-4k,lcc,old,0.1,5.0,6.0,hard,20.445709228515625,200
144,llama2-7b-chat-4k,finance_qa,old,0.25,2.0,6.0,soft,20.535846710205078,200
163,llama2-7b-chat-4k,longform_qa,gpt,0.1,5.0,6.0,None,21.622308256957794,200
152,llama2-7b-chat-4k,longform_qa,old,0.25,2.0,6.0,soft,21.66998291015625,200
148,llama2-7b-chat-4k,multi_news,old,0.25,2.0,6.0,soft,22.0969181060791,200
10,llama2-7b-chat-4k,lcc,gpt,0.1,10.0,6.0,None,23.349377948321088,200
165,llama2-7b-chat-4k,multi_news,gpt,0.1,5.0,6.0,None,24.288200460991337,200
1,llama2-7b-chat-4k,alpacafarm,gpt,0.25,10.0,6.0,None,24.30392995075952,805
82,llama2-7b-chat-4k,alpacafarm,v2,0.25,10.0,6.0,None,26.17844009399414,805
193,llama2-7b-chat-4k,alpacafarm,gpt,0.25,15.0,6.0,None,26.34176748137592,805
194,llama2-7b-chat-4k,qmsum,gpt,0.25,15.0,6.0,None,26.398161141393146,200
81,llama2-7b-chat-4k,qmsum,v2,0.25,10.0,6.0,None,26.7408390045166,200
346,llama2-7b-chat-4k,alpacafarm,old,0.25,10.0,6.0,soft,27.012048721313477,805
341,llama2-7b-chat-4k,qmsum,v2,0.25,15.0,6.0,None,27.425893783569336,200
5,llama2-7b-chat-4k,finance_qa,gpt,0.25,10.0,6.0,None,27.499538345407426,200
86,llama2-7b-chat-4k,finance_qa,v2,0.25,10.0,6.0,None,27.945148468017578,200
340,llama2-7b-chat-4k,alpacafarm,v2,0.25,15.0,6.0,None,27.998058319091797,805
348,llama2-7b-chat-4k,longform_qa,old,0.25,10.0,6.0,soft,28.090559005737305,200
3,llama2-7b-chat-4k,longform_qa,gpt,0.25,10.0,6.0,None,28.158616702832223,200
350,llama2-7b-chat-4k,finance_qa,old,0.25,10.0,6.0,soft,28.189565658569336,200
84,llama2-7b-chat-4k,longform_qa,v2,0.25,10.0,6.0,None,28.559982299804688,200
62,llama2-7b-chat-4k,alpacafarm,old,0.25,5.0,6.0,hard,28.743526458740234,805
100,llama2-7b-chat-4k,alpacafarm,old,0.25,10.0,6.0,hard,28.743526458740234,805
229,llama2-7b-chat-4k,alpacafarm,old,0.25,15.0,6.0,soft,28.751588821411133,805
195,llama2-7b-chat-4k,finance_qa,gpt,0.25,15.0,6.0,None,28.800007181735253,200
22,llama2-7b-chat-4k,alpacafarm,old,0.25,15.0,6.0,hard,28.83124542236328,805
283,llama2-7b-chat-4k,alpacafarm,old,0.25,2.0,6.0,hard,28.976919174194336,805
61,llama2-7b-chat-4k,finance_qa,old,0.25,5.0,6.0,hard,29.34149932861328,200
104,llama2-7b-chat-4k,finance_qa,old,0.25,10.0,6.0,hard,29.34149932861328,200
342,llama2-7b-chat-4k,finance_qa,v2,0.25,15.0,6.0,None,29.34551239013672,200
233,llama2-7b-chat-4k,longform_qa,old,0.25,15.0,6.0,soft,29.349411010742188,200
344,llama2-7b-chat-4k,longform_qa,v2,0.25,15.0,6.0,None,29.374893188476562,200
197,llama2-7b-chat-4k,longform_qa,gpt,0.25,15.0,6.0,None,29.406660630238502,200
24,llama2-7b-chat-4k,finance_qa,old,0.25,15.0,6.0,hard,29.426851272583008,200
231,llama2-7b-chat-4k,finance_qa,old,0.25,15.0,6.0,soft,29.427715301513672,200
56,llama2-7b-chat-4k,longform_qa,old,0.25,5.0,6.0,hard,29.437576293945312,200
102,llama2-7b-chat-4k,longform_qa,old,0.25,10.0,6.0,hard,29.437576293945312,200
26,llama2-7b-chat-4k,longform_qa,old,0.25,15.0,6.0,hard,29.52010726928711,200
282,llama2-7b-chat-4k,finance_qa,old,0.25,2.0,6.0,hard,29.598085403442383,200
290,llama2-7b-chat-4k,longform_qa,old,0.25,2.0,6.0,hard,29.735363006591797,200
345,llama2-7b-chat-4k,qmsum,old,0.25,10.0,6.0,soft,30.19831085205078,200
99,llama2-7b-chat-4k,qmsum,old,0.25,10.0,6.0,hard,30.58507537841797,200
58,llama2-7b-chat-4k,qmsum,old,0.25,5.0,6.0,hard,30.58507537841797,200
23,llama2-7b-chat-4k,qmsum,old,0.25,15.0,6.0,hard,30.680923461914062,200
230,llama2-7b-chat-4k,qmsum,old,0.25,15.0,6.0,soft,30.724294662475586,200
287,llama2-7b-chat-4k,qmsum,old,0.25,2.0,6.0,hard,30.81600570678711,200
6,llama2-7b-chat-4k,multi_news,gpt,0.25,10.0,6.0,None,33.582986066011735,200
87,llama2-7b-chat-4k,multi_news,v2,0.25,10.0,6.0,None,35.540653228759766,200
351,llama2-7b-chat-4k,multi_news,old,0.25,10.0,6.0,soft,36.80725860595703,200
192,llama2-7b-chat-4k,multi_news,gpt,0.25,15.0,6.0,None,37.00656534035814,200
339,llama2-7b-chat-4k,multi_news,v2,0.25,15.0,6.0,None,37.405269622802734,200
228,llama2-7b-chat-4k,multi_news,old,0.25,15.0,6.0,soft,37.931278228759766,200
57,llama2-7b-chat-4k,multi_news,old,0.25,5.0,6.0,hard,37.959407806396484,200
105,llama2-7b-chat-4k,multi_news,old,0.25,10.0,6.0,hard,37.959407806396484,200
21,llama2-7b-chat-4k,multi_news,old,0.25,15.0,6.0,hard,38.023292541503906,200
286,llama2-7b-chat-4k,multi_news,old,0.25,2.0,6.0,hard,38.53066635131836,200
198,llama2-7b-chat-4k,alpacafarm,v2,0.1,10.0,6.0,None,46.10487365722656,805
354,llama2-7b-chat-4k,alpacafarm,old,0.1,10.0,6.0,soft,46.14621353149414,805
205,llama2-7b-chat-4k,finance_qa,v2,0.1,10.0,6.0,None,47.10866165161133,200
361,llama2-7b-chat-4k,finance_qa,old,0.1,10.0,6.0,soft,48.02401351928711,200
206,llama2-7b-chat-4k,longform_qa,v2,0.1,10.0,6.0,None,48.92323684692383,200
16,llama2-7b-chat-4k,finance_qa,gpt,0.1,10.0,6.0,None,49.0129879025799,200
9,llama2-7b-chat-4k,alpacafarm,gpt,0.1,10.0,6.0,None,49.25464500222252,805
362,llama2-7b-chat-4k,longform_qa,old,0.1,10.0,6.0,soft,49.47952651977539,200
17,llama2-7b-chat-4k,longform_qa,gpt,0.1,10.0,6.0,None,50.23825731542463,200
279,llama2-7b-chat-4k,alpacafarm,old,0.1,5.0,6.0,hard,50.3851318359375,805
309,llama2-7b-chat-4k,alpacafarm,old,0.1,10.0,6.0,hard,50.3851318359375,805
316,llama2-7b-chat-4k,finance_qa,old,0.1,10.0,6.0,hard,50.61180114746094,200
275,llama2-7b-chat-4k,finance_qa,old,0.1,5.0,6.0,hard,50.61180114746094,200
317,llama2-7b-chat-4k,longform_qa,old,0.1,10.0,6.0,hard,51.082122802734375,200
274,llama2-7b-chat-4k,longform_qa,old,0.1,5.0,6.0,hard,51.082122802734375,200
201,llama2-7b-chat-4k,qmsum,v2,0.1,10.0,6.0,None,51.759334564208984,200
357,llama2-7b-chat-4k,qmsum,old,0.1,10.0,6.0,soft,56.27788162231445,200
281,llama2-7b-chat-4k,qmsum,old,0.1,5.0,6.0,hard,60.337223052978516,200
312,llama2-7b-chat-4k,qmsum,old,0.1,10.0,6.0,hard,60.337223052978516,200
204,llama2-7b-chat-4k,multi_news,v2,0.1,10.0,6.0,None,63.19209289550781,200
360,llama2-7b-chat-4k,multi_news,old,0.1,10.0,6.0,soft,63.581417083740234,200
12,llama2-7b-chat-4k,qmsum,gpt,0.1,10.0,6.0,None,65.7506041528008,200
276,llama2-7b-chat-4k,multi_news,old,0.1,5.0,6.0,hard,66.19071960449219,200
315,llama2-7b-chat-4k,multi_news,old,0.1,10.0,6.0,hard,66.19071960449219,200
15,llama2-7b-chat-4k,multi_news,gpt,0.1,10.0,6.0,None,66.4710296798669,200
